Outgroup,outgroup_att,symbolic,b5a,generalized,identification_selfinvestment,contact_quality,contact_friendsz
trans,0.230548003,-1.24162828,-0.59730399,-0.351159863,-0.369219095,0.2442993,-0.637630635
trans,3.376784912,3.532836613,0.08473334,4.681944181,1.367023054,-3.389978461,-0.637630635
trans,-0.389671944,-1.434675435,1.04264197,-3.433077629,0.098566016,-0.019034379,-0.637630635
trans,0.55194227,-1.058500021,-0.04556137,-0.351159863,-1.467213923,1.280404054,2.362369365
trans,0.1476976924,0.95111392,0.08473334,0.779571623,0.750365096,-0.462416998,-0.637630635
trans,2.435170698,4.628420144,-1.68550733,0.46929493,0.657490657,-3.844072838,-0.637630635
trans,-2.272900372,-1.499241885,-1.40963602,-0.351159863,-1.108494723,1.284034844,1.362369365
trans,1.194730804,1.427028359,1.04264197,1.189799019,0.318102779,-0.188266919,0.362369365
trans,0.55194227,-1.656753177,-0.32143268,-0.351159863,-0.932034741,-1.272861207,-0.637630635
trans,-1.331286158,-1.656753177,-0.32143268,-1.892118746,-0.371399342,1.284034844,1.362369365
trans,-2.272900372,-0.096006858,1.04264197,0.779571623,-0.020417044,0.425543357,0.362369365
trans,0.1199915312,0.566446821,-0.19113797,1.600026416,0.384797981,-0.113228767,-0.637630635
trans,0.1476976924,-1.345424773,-0.59730399,-0.351159863,-1.572292258,-1.146245834,-0.637630635
trans,-1.303579997,-1.473785176,0.36060464,-0.351159863,-1.152244949,1.283488828,0.362369365
trans,-0.7939165215,-1.434675435,-0.45172739,-0.351159863,-0.531079295,0.855509641,-0.637630635
trans,-0.389671944,-1.401573892,-0.04556137,-0.76138726,-0.139488935,-0.271761521,-0.637630635
trans,1.061605745,-0.522476026,0.63647595,-0.351159863,0.97450999,1.284139285,0.362369365
trans,-0.389671944,-0.698795854,-0.7275987,-0.351159863,-0.137709676,-1.257707506,-0.637630635
trans,0.3359669006,-0.564722587,-1.40963602,-0.351159863,0.966270013,-1.647975074,-0.637630635
trans,0.7679176394,-0.552925205,0.63647595,-0.351159863,-0.193789226,0.194053823,1.362369365
trans,0.55194227,-0.951483097,0.76677066,-0.351159863,-0.402070517,-0.864771978,-0.637630635
trans,-2.272900372,-0.727083007,-0.8578934,1.860327758,0.502935026,0.130566001,1.362369365
trans,2.219195328,4.389307074,-0.7275987,5.812675668,1.395917777,-1.781568121,-0.637630635
trans,-0.5830787264,-0.495539651,0.49089935,0.67962092,-0.760455177,-0.370860442,4.362369365
trans,-1.331286158,-1.656753177,0.36060464,-0.351159863,-0.648090322,1.328925683,0.362369365
trans,0.55194227,0.944272113,-0.32143268,0.779571623,0.365697547,-0.353913441,1.362369365
trans,-1.331286158,-0.032213701,-0.45172739,1.550051064,-0.681511862,0.917445791,-0.637630635
trans,0.55194227,-1.323636564,-0.46700928,-0.351159863,-1.172476953,0.962589523,-0.637630635
trans,-1.735530735,-1.545714306,0.36060464,-0.351159863,-1.220281951,-0.70587351,-0.637630635
trans,1.172162217,3.270503841,-1.00347,-0.351159863,0.285946922,-0.379833375,-0.637630635
trans,2.435170698,2.533362371,-0.04556137,0.419319578,-0.094632221,-1.636750024,-0.637630635
trans,3.376784912,3.042539951,-0.04556137,3.91146474,0.283798972,-2.850972551,-0.637630635
trans,2.113776431,3.379785394,0.76677066,-2.152420088,0.944692324,-2.370921106,-0.637630635
trans,-2.272900372,-1.499241885,0.63647595,-0.76138726,-0.907933092,1.03415188,-0.637630635
trans,-2.272900372,-1.656753177,1.04264197,-0.351159863,1.722730871,1.305059719,-0.637630635
trans,0.55194227,-1.545714306,-0.45172739,0.009092182,-1.366739268,0.890624377,0.362369365
trans,0.8733365369,2.533362371,0.63647595,1.550051064,0.231331458,-0.960599356,-0.637630635
trans,-0.389671944,-1.666999937,0.36060464,-0.351159863,-1.400108026,0.735056467,-0.637630635
trans,0.55194227,-0.007733768,-1.40963602,0.369344227,0.93599677,-1.184528548,-0.637630635
trans,0.1476976924,-0.675761457,0.36060464,-0.351159863,0.649014078,0.684512396,-0.637630635
trans,-1.331286158,-1.481260745,1.04264197,0.779571623,1.469059819,1.272850276,-0.637630635
trans,0.55194227,1.873846137,0.36060464,-0.351159863,-0.252285293,0.110832364,0.362369365
trans,0.55194227,-1.323636564,-1.13376471,-0.351159863,-2.160427286,-0.392773018,-0.637630635
trans,0.9561868476,1.930930408,-0.04556137,0.779571623,-1.429724955,-0.022746383,-0.637630635
trans,-1.331286158,-1.656753177,0.63647595,-0.351159863,-2.059117771,1.117892457,-0.637630635
trans,0.55194227,1.875556347,1.04264197,-0.351159863,1.622395482,-0.036753891,-0.637630635
trans,0.55194227,-1.434675435,-0.45172739,-0.351159863,-0.141043233,-1.302380453,-0.637630635
trans,0.55194227,-1.323636564,0.36060464,-0.351159863,-0.501169081,-0.864771978,-0.637630635
trans,2.839415275,3.740539952,-0.8578934,6.172927712,1.290854051,-2.663499995,0.362369365
trans,-2.272900372,-1.481260745,-0.17585608,-0.351159863,0.0952627,0.946692459,0.362369365
trans,-2.272900372,-1.499241885,1.04264197,-0.351159863,1.528402687,1.241775372,2.362369365
trans,0.55194227,-0.522476026,-1.40963602,-3.433077629,-1.543382173,0.37214437,-0.637630635
trans,0.55194227,-0.647490593,0.23030994,-0.351159863,0.356971181,1.091435572,-0.637630635
trans,-0.389671944,0.059533716,-1.40963602,-0.351159863,0.299823173,0.712590349,0.362369365
trans,0.55194227,1.150922407,-0.7275987,-0.351159863,1.277932793,0.081834242,-0.637630635
trans,0.55194227,-1.058500021,-0.04556137,-0.351159863,-0.597135012,0.406230068,-0.637630635
trans,-0.389671944,-1.387113493,-1.00347,1.910303109,0.271861905,0.270462328,-0.637630635
trans,3.376784912,4.628420144,0.36060464,5.812675668,1.773475188,1.342189288,-0.637630635
trans,-2.272900372,-1.658820529,1.04264197,-0.351159863,0.913129332,1.337310324,2.362369365
trans,1.626681543,2.870587103,0.36060464,3.501237343,0.416791387,-0.831043431,-0.637630635
trans,0.230548003,-1.656753177,0.36060464,-2.302346142,-2.407249742,0.085636267,-0.637630635
trans,1.194730804,-1.101558822,-0.8578934,-0.351159863,-1.628645188,-0.99901548,-0.637630635
trans,0.55194227,-1.323636564,0.08473334,-0.351159863,-0.870185879,-0.039492673,-0.637630635
trans,1.709531853,3.845654155,0.36060464,0.779571623,-0.154167703,-0.38914924,-0.637630635
trans,-2.272900372,-1.272950573,1.04264197,-0.351159863,1.415094319,1.376988926,0.362369365
trans,0.230548003,-1.345424773,0.76677066,-2.662598187,-1.11746713,1.184648518,0.362369365
trans,0.230548003,-0.21601807,0.08473334,-1.121639305,-0.345280229,-0.383280725,-0.637630635
trans,-2.272900372,-1.666999937,-1.13376471,-0.351159863,-0.558062102,1.259126949,0.362369365
trans,-1.331286158,-1.501318081,-0.06084326,-0.351159863,-1.079195982,0.328401687,-0.637630635
trans,1.493556484,2.869003764,1.04264197,-1.071663953,1.677419588,-0.566714933,-0.637630635
trans,-2.272900372,-1.733740872,0.08473334,-1.892118746,-0.643098943,1.295994996,0.362369365
trans,3.376784912,3.199289282,-1.00347,6.793481099,0.470893743,-1.955362026,-0.637630635
trans,-2.272900372,-1.656753177,1.04264197,-0.351159863,-0.286806916,1.444661115,1.362369365
trans,0.85076795,1.802852637,1.04264197,-0.711411908,-0.132243747,-0.481731339,-0.637630635
trans,1.383000012,2.200245758,-1.00347,-0.301184512,0.80985796,-1.248286598,0.362369365
trans,3.376784912,4.628420144,0.36060464,6.172927712,1.400615513,-2.81108175,-0.637630635
trans,1.764676003,3.602308756,0.23030994,1.189799019,0.388715422,-1.181982741,-0.637630635
trans,0.55194227,-1.109782362,0.63647595,-0.351159863,1.616306946,1.182826469,0.362369365
trans,2.113776431,2.629310847,1.04264197,-0.351159863,0.047681896,-1.129399285,0.362369365
trans,-2.272900372,-1.673908464,0.36060464,-0.351159863,-0.794880656,1.035912514,-0.637630635
trans,0.01457263364,-1.032496874,-1.00347,-4.874085808,-0.656400545,0.688679723,0.362369365
trans,0.9561868476,-1.323636564,1.04264197,-0.351159863,0.201132121,-0.16183822,-0.637630635
trans,-0.06827767701,2.651013996,-1.40963602,1.910303109,1.361056265,-0.632266219,0.362369365
trans,-0.389671944,-1.295521553,-1.00347,-0.351159863,-0.167923687,1.284139285,0.362369365
trans,0.55194227,2.869003764,-0.04556137,-1.431915998,-0.461580017,-1.316226244,-0.637630635
trans,0.55194227,1.485833484,0.63647595,1.960278461,1.755681894,-0.835358897,-0.637630635
trans,-2.272900372,-0.542687122,-0.19113797,6.433229054,1.038211359,1.110145319,0.362369365
trans,-1.331286158,-1.387113493,-0.59730399,0.729596272,-0.25719995,0.87892448,1.362369365
trans,-2.272900372,-1.658820529,1.04264197,-0.351159863,1.742701883,1.307437996,1.362369365
trans,0.230548003,1.130681407,0.21502804,-0.711411908,0.085126913,-0.55397356,-0.637630635
trans,-2.272900372,-1.323636564,0.36060464,-1.892118746,-0.790218014,-0.864771978,-0.637630635
trans,-2.056925002,-1.658820529,-1.68550733,-1.581842053,-0.678402818,0.406230068,-0.637630635
trans,0.55194227,1.750212981,-1.40963602,0.419319578,-1.493793597,-0.431350973,-0.637630635
trans,-1.115310788,-1.569703342,0.36060464,0.779571623,-0.611011019,0.998296313,0.362369365
trans,-2.272900372,-1.434675435,1.04264197,-0.351159863,-0.163285002,1.265028035,0.362369365
trans,1.709531853,1.987663077,0.36060464,0.059067533,-0.191368049,-0.947723672,-0.637630635
trans,0.55194227,-0.057082759,0.08473334,2.730757902,0.706582425,-1.235681977,-0.637630635
trans,-0.6607914628,2.966556289,0.63647595,3.501237343,1.740050195,-2.948462313,-0.637630635
trans,1.089311906,0.863485413,0.36060464,3.401286641,1.091483191,-0.875204738,0.362369365
trans,0.9561868476,-0.966901147,-0.19113797,-0.351159863,-0.300059609,-0.654874788,-0.637630635
trans,-2.272900372,-1.658820529,0.49089935,-0.351159863,0.228824919,1.297755631,0.362369365
trans,0.55194227,-1.499241885,0.76677066,-2.252370791,1.757842245,1.376623016,1.362369365
trans,-1.547261527,-1.433100008,0.63647595,-0.76138726,0.561110298,1.072564396,-0.637630635
trans,-0.7110662109,3.582389209,-0.19113797,-1.48189135,0.590599495,-0.374116825,4.362369365
trans,0.55194227,-0.749515688,0.63647595,-0.351159863,-0.677350691,1.248488397,-0.637630635
trans,0.55194227,1.419296316,0.08473334,-0.351159863,1.040911874,-1.184823789,-0.637630635
trans,1.172162217,3.398369509,-1.40963602,5.812675668,0.870049942,-0.471907527,-0.637630635
trans,1.493556484,2.372064209,-0.59730399,-1.48189135,-0.929531948,-0.100608294,-0.637630635
trans,1.277581114,2.413035457,-1.00347,-3.383102277,0.417802033,-1.423856067,-0.637630635
trans,-0.8216226827,-1.434675435,-0.46700928,-1.171614656,0.731674189,1.13804007,0.362369365
trans,1.709531853,1.930930408,0.21502804,3.140985299,1.583248028,-1.918493979,-0.637630635
trans,-2.272900372,-1.666999937,-1.00347,-5.744515953,-1.584052703,1.210403191,0.362369365
trans,3.376784912,3.871089506,-1.40963602,3.091009947,0.496423463,-2.144179156,-0.637630635
trans,0.3359669006,-1.4714081,-0.59730399,-2.662598187,-1.074077913,0.626913646,0.362369365
trans,2.651146067,2.216081742,-1.27934131,2.370505857,-0.944148379,-2.016477646,-0.637630635
trans,-1.331286158,-1.569703342,0.63647595,-0.351159863,0.775470452,1.162896592,-0.637630635
trans,0.9561868476,-0.006062011,-1.68550733,-0.351159863,-0.361425593,-0.37296903,-0.637630635
trans,-0.389671944,-1.401573892,0.36060464,-4.20355707,-0.318991309,-0.213738976,0.362369365
trans,1.493556484,3.403315219,0.36060464,3.501237343,1.338157789,-0.981909364,-0.637630635
trans,-0.389671944,-1.481260745,-0.04556137,-0.351159863,-1.147728887,0.284777226,3.362369365
trans,-1.331286158,-1.545714306,1.04264197,-9.397011754,1.002421131,0.085992848,-0.637630635
trans,0.391379223,-1.405665811,-0.8731753,1.089848316,0.114756846,-1.709090695,-0.637630635
trans,-2.272900372,-1.656753177,-0.17585608,-0.351159863,-0.73883928,1.323985125,-0.637630635
trans,0.7679176394,-1.212597693,0.63647595,-0.351159863,-1.467126678,-0.948125239,-0.637630635
trans,-1.331286158,-1.295521553,0.36060464,-0.351159863,0.425828273,0.093985815,-0.637630635
trans,0.55194227,0.553330755,-0.19113797,-2.612622836,-0.428744261,-1.350334374,-0.637630635
trans,-0.9270415803,-1.064328449,0.76677066,-0.811362611,-0.414291227,0.788857822,0.362369365
trans,0.55194227,1.240136938,0.49089935,-0.711411908,0.758055596,-1.254996318,-0.637630635
trans,-0.06827767701,0.47131264,1.04264197,1.189799019,1.024735347,0.685058797,2.362369365
trans,-2.272900372,-1.569703342,1.04264197,-1.121639305,0.410992169,1.334080202,-0.637630635
trans,-2.272900372,-1.434675435,-0.17585608,-0.351159863,0.217533914,0.852996414,0.362369365
trans,-2.272900372,-1.387113493,-0.5820221,-0.351159863,-0.150255609,1.272850276,-0.637630635
trans,-2.272900372,-1.733740872,-0.17585608,-0.351159863,0.451849253,1.165777342,0.362369365
trans,1.493556484,2.533362371,-1.00347,1.960278461,0.78336079,-1.476863525,-0.637630635
trans,-2.272900372,-1.656753177,0.63647595,-0.351159863,1.697474653,1.27844129,0.362369365
trans,0.9561868476,-1.032496874,-1.00347,4.942245523,-1.394493034,0.400270165,0.362369365
trans,-2.272900372,-1.53019721,0.23030994,-0.351159863,-0.70883062,0.867479657,-0.637630635
trans,-1.331286158,-1.108300527,0.36060464,-0.351159863,-0.009348418,0.590045599,0.362369365
trans,3.376784912,3.872051395,0.36060464,3.91146474,1.77913007,-2.421354359,-0.637630635
trans,-0.389671944,-1.257099396,-0.59730399,-1.121639305,-0.276338145,0.92433543,0.362369365
trans,0.3359669006,-1.673908464,0.36060464,-0.351159863,-0.574375802,1.156470412,-0.637630635
trans,-0.7939165215,-1.545714306,0.76677066,-0.351159863,-1.250340114,1.077721119,0.362369365
trans,0.55194227,-0.387146548,0.08473334,-0.711411908,0.612568365,0.442990914,-0.637630635
trans,3.376784912,4.628420144,-0.8731753,2.730757902,0.966256752,-0.168523491,-0.637630635
trans,0.55194227,-1.481260745,-1.00347,-1.942094097,-0.132232834,0.468308264,0.362369365
trans,0.55194227,-0.921458003,0.63647595,-0.351159863,0.028673928,0.260164384,-0.637630635
trans,0.55194227,-1.109782362,1.04264197,-0.351159863,1.014992508,0.542166694,-0.637630635
trans,0.230548003,-1.06039864,-0.7275987,-1.792168043,-0.708785559,0.330930008,1.362369365
trans,-0.389671944,-0.921458003,0.36060464,1.089848316,-0.438651259,1.220547101,2.362369365
trans,-1.331286158,-1.666999937,0.63647595,-0.351159863,1.394169645,1.187258471,-0.637630635
trans,0.55194227,-1.032496874,0.36060464,0.009092182,0.395524828,0.4020308,0.362369365
trans,1.493556484,2.071894606,-1.00347,-0.351159863,0.420739163,-0.630512909,-0.637630635
trans,0.3359669006,-0.34011137,0.36060464,-3.433077629,0.640973388,-0.378042352,0.362369365
trans,1.172162217,-0.498185419,-1.27934131,0.729596272,-0.583318909,-0.365536185,0.362369365
trans,-1.331286158,-1.656753177,-0.04556137,-1.121639305,-0.517067529,0.800364574,1.362369365
trans,-1.331286158,-1.458320195,0.76677066,1.139823668,0.53326045,0.169796305,-0.637630635
trans,-2.272900372,-0.768872984,0.63647595,-1.892118746,-1.044625296,1.273147554,4.362369365
trans,-2.272900372,-1.434675435,0.49089935,-6.514995394,-1.896828164,0.432046749,1.362369365
trans,-2.272900372,-1.481260745,-0.17585608,-0.351159863,0.003393006,0.222534571,-0.637630635
trans,0.55194227,0.208979868,1.04264197,0.419319578,0.657276426,-0.370278064,-0.637630635
trans,0.9561868476,-1.077940018,1.04264197,4.482042775,-0.222176149,1.099150021,0.362369365
trans,-1.009891891,-1.656753177,1.04264197,-0.351159863,-0.29162187,1.362623381,0.362369365
trans,3.376784912,4.387506578,-0.45172739,1.289749722,1.241798921,1.255189239,1.362369365
trans,0.55194227,-1.295521553,0.63647595,-0.351159863,-0.694565978,-0.547891573,1.362369365
trans,3.376784912,4.269269838,-0.19113797,-1.071663953,-0.923763623,-2.03831372,-0.637630635
trans,-2.272900372,-0.72082949,0.08473334,-1.071663953,0.470173628,0.793133471,1.362369365
trans,1.493556484,4.387506578,1.04264197,6.893431802,1.445242436,-2.40525145,-0.637630635
trans,3.376784912,4.271684727,-0.19113797,6.172927712,1.751811737,-2.12379122,-0.637630635
trans,-0.06827767701,-0.387146548,0.36060464,-0.351159863,-0.387821,0.329587043,-0.637630635
trans,0.55194227,3.224155841,-1.00347,-6.004817295,0.365071608,-1.340588123,-0.637630635
trans,3.376784912,0.436421715,-1.68550733,0.519270281,0.09290083,-3.378769116,-0.637630635
trans,-2.272900372,-1.658820529,-0.45172739,-0.351159863,1.031468468,1.246620782,0.362369365
trans,-0.06827767701,-0.418644414,-1.00347,-0.351159863,-1.300149509,-0.584002974,-0.637630635
trans,-1.331286158,-0.617758157,-0.32143268,-1.121639305,-0.557956244,0.002315931,0.362369365
trans,-0.2014027358,0.547760128,0.76677066,0.369344227,0.781284337,-0.604685833,0.362369365
trans,-1.331286158,-1.499241885,1.04264197,-0.351159863,-0.470945432,0.79439402,-0.637630635
trans,0.55194227,0.415627234,0.49089935,-1.071663953,-0.523194027,0.289654399,-0.637630635
trans,-1.331286158,-0.60922429,0.08473334,-0.351159863,-0.458670311,0.443946385,0.362369365
trans,-1.331286158,-1.499241885,-0.45172739,-0.351159863,-0.54513583,1.144659391,-0.637630635
trans,1.172162217,3.559797234,0.36060464,-0.301184512,1.553151959,0.583237426,0.362369365
trans,-2.272900372,-1.058500021,-0.17585608,-0.351159863,-0.888031991,0.643250193,1.362369365
trans,0.8733365369,-0.998482962,-0.59730399,0.779571623,1.198866129,-0.867804278,-0.637630635
trans,1.172162217,0.837958377,-0.19113797,3.811514037,0.914816233,-1.423856067,-0.637630635
trans,0.55194227,3.226680621,-0.59730399,-0.711411908,0.344770095,-0.329223446,3.362369365
trans,1.709531853,2.333378289,0.76677066,1.960278461,0.324960568,0.265211922,-0.637630635
trans,0.55194227,-1.200164515,-1.00347,0.779571623,0.286095708,1.102757874,0.362369365
trans,-0.5779411522,-1.499241885,0.36060464,-0.351159863,-1.4848322,-0.717985713,1.362369365
trans,2.435170698,1.801322294,-1.40963602,4.271716785,-0.014451463,-0.409352621,-0.637630635
trans,-1.331286158,-1.673908464,-1.00347,-3.843305025,-1.004946444,0.583123121,0.362369365
trans,0.55194227,-1.387113493,-0.5820221,-0.351159863,-1.426348728,0.904233399,-0.637630635
trans,0.55194227,-1.868739428,-1.27934131,-0.351159863,-0.627912028,1.212105637,0.362369365
trans,0.55194227,1.288359362,-0.59730399,1.189799019,-1.260230403,0.05218194,-0.637630635
trans,2.219195328,4.810020963,0.36060464,2.780733254,1.213536518,-3.014614682,-0.637630635
trans,0.7679176394,0.007855135,-1.40963602,-1.48189135,-0.014138145,-1.020695004,-0.637630635
trans,-1.331286158,-1.481260745,1.04264197,-0.351159863,-0.926248221,0.695602201,0.362369365
trans,-0.389671944,3.437586617,0.63647595,2.370505857,1.699689809,-0.84029213,-0.637630635
trans,1.277581114,-0.988344787,-1.40963602,0.779571623,-0.134050279,-0.749666773,0.362369365
trans,-2.272900372,-1.569703342,-0.45172739,-0.351159863,0.042719738,1.400794161,1.362369365
Upper class people,-3.046722039,-2.106292206,-0.23274637,-0.461023547,0.2326932492,1.625755069,3.591397834
Upper class people,-0.7235360521,-0.215450006,0.26878594,-1.794573621,0.6067917881,1.252342277,-0.408602166
Upper class people,2.780566954,1.510149325,0.43596338,4.243645659,1.5995064,-2.707079108,-1.408602166
Upper class people,0.8381372896,-0.049334843,0.82735019,-1.010462087,0.3753959755,0.470908657,0.591397834
Upper class people,-1.404503949,-0.910748805,0.43596338,-1.794573621,0.9248046143,1.392642419,1.591397834
Upper class people,2.780566954,2.15739782,0.49299532,-0.855881641,1.308317975,-2.276676249,-1.408602166
Upper class people,0.4573809672,1.824332372,0.26878594,1.341872516,0.7975823485,1.427622839,0.591397834
Upper class people,-0.1330775425,-1.154988195,-1.40690682,5.73738083,1.220953077,0.544120181,1.591397834
Upper class people,-0.8040807997,-0.208431752,0.26878594,1.65663806,0.0015932188,-0.509352396,0.591397834
Upper class people,0.5478903548,1.564378044,0.26878594,3.694207119,0.5183621975,-2.247093223,0.591397834
Upper class people,-0.1330775425,-0.360779649,0.43596338,0.323087987,-0.1009569929,0.458787799,-0.408602166
Upper class people,-3.046722039,-1.909781887,0.82735019,-1.794573621,-0.0862996904,2.266270702,3.591397834
Upper class people,-0.1330775425,0.727642573,-0.12260088,-0.226350552,-1.275096032,-0.418791816,-0.408602166
Upper class people,-0.5138338649,-0.580223572,-0.23274637,-0.461023547,-1.287814478,0.348182891,-0.408602166
Upper class people,0.1671340324,-0.304191991,0.26878594,1.107199521,-0.3880840626,-0.742597743,-0.408602166
Upper class people,-0.1330775425,-0.117227164,-0.84834256,0.557760982,-0.5194411553,-1.28703738,-1.408602166
Upper class people,1.208928972,-0.862479694,0.26878594,0.008322443,0.3817017681,0.676782583,-1.408602166
Upper class people,-0.6848880002,2.13573228,0.66017275,3.14476858,0.5681428569,-0.811368569,-1.408602166
Upper class people,0.4573809672,-0.049334843,0.43596338,-0.226350552,-1.667968371,-0.14732798,-1.408602166
Upper class people,0.3581174478,2.816214055,0.1016085,4.478318654,0.7060821573,-0.967200411,-0.408602166
Upper class people,0.24767878,-0.363961322,-0.84834256,-4.461673768,-0.1939436465,0.20192333,1.591397834
Upper class people,-1.104292375,-0.28786167,0.66017275,-1.010462087,0.4975142786,1.382569351,2.591397834
Upper class people,1.809352122,1.327995747,0.66017275,3.14476858,1.493859004,-1.487395917,-0.408602166
Upper class people,0.8381372896,-0.875546228,0.26878594,-0.461023547,1.261915441,0.435632749,-1.408602166
Upper class people,-0.1231129024,0.216078767,-0.84834256,1.027106972,0.061369762,0.625272715,1.591397834
Upper class people,-0.1330775425,-0.979978313,0.66017275,-2.8934507,-0.7291261521,0.51961186,-0.408602166
Upper class people,1.128384224,1.20617667,0.66017275,1.341872516,-0.0561006307,-0.604744247,-0.408602166
Upper class people,-0.1330775425,1.280338457,-0.12260088,-1.559900626,0.4685828783,-0.012696092,1.591397834
Upper class people,2.780566954,2.312833739,0.43596338,2.125984051,0.7955364388,-1.375422163,1.591397834
Upper class people,1.809352122,1.215229722,-0.06556893,0.792433977,-1.603366406,-0.289858303,1.591397834
Upper class people,-2.075507207,-1.136871604,0.26878594,-1.794573621,-0.0500954439,1.354950054,1.591397834
Upper class people,-0.4233244772,0.431253409,-0.28977831,0.088414992,-0.2306323651,-0.639289476,1.591397834
Upper class people,-0.1330775425,0.631812959,0.15864044,4.873176747,-1.026507258,1.01504821,-1.408602166
Upper class people,-3.046722039,2.380744127,0.15864044,-1.794573621,1.78302261,2.466242638,4.591397834
Upper class people,0.1671340324,0.388458959,0.66017275,4.008972664,0.7478952009,1.202381156,0.591397834
Upper class people,1.809352122,2.021965629,-0.84834256,3.694207119,-0.960143314,-1.446971925,-0.408602166
Upper class people,-2.075507207,-0.400218081,-0.12260088,-2.029246616,1.09609228,0.580080109,-1.408602166
Upper class people,-2.075507207,-2.059109079,-0.84834256,-1.794573621,-0.6750280503,1.61295859,-1.408602166
Upper class people,0.8381372896,0.758759951,-0.28977831,-1.010462087,-0.4854350121,-0.565696889,-1.408602166
Upper class people,1.138348864,2.246371397,0.66017275,4.478318654,1.568608048,-1.170607073,-0.408602166
Upper class people,-2.075507207,-1.43445374,-0.06556893,-1.794573621,-0.0474936041,1.849889775,2.591397834
Upper class people,0.8481019297,0.324072442,-0.51398769,0.792433977,0.1627002088,0.170366011,1.591397834
Upper class people,0.8381372896,0.165981944,-0.84834256,-0.775789092,-0.2183200975,-0.446019925,-1.408602166
Upper class people,-0.1330775425,0.144098213,0.66017275,-3.677562234,0.7668999557,0.42187781,-0.408602166
Upper class people,-0.1330775425,2.556063245,0.26878594,-1.794573621,1.42597211,1.9635577,-1.408602166
Upper class people,2.780566954,2.432242169,-0.28977831,4.478318654,0.4118517096,-2.341706639,-1.408602166
Upper class people,-0.1330775425,-1.167902235,-0.06556893,1.107199521,0.2341110634,-0.445206284,-1.408602166
Upper class people,2.780566954,1.276349465,-1.07255194,3.539626673,-1.272642175,-2.531829729,1.591397834
Upper class people,0.8381372896,1.133155761,-0.84834256,-1.794573621,-1.755848306,-0.557301321,-1.408602166
Upper class people,-0.1330775425,-0.512216266,0.66017275,-0.695696543,0.9504058163,0.412829609,0.591397834
Upper class people,0.9286466773,1.542467757,-1.23972938,1.341872516,-1.511904372,-1.132592983,-0.408602166
Upper class people,-0.1330775425,-0.727291283,-0.51398769,1.971403605,-0.5651678071,-0.122111651,-0.408602166
Upper class people,-2.075507207,-1.860006157,0.82735019,-1.794573621,0.092012103,2.132979338,0.591397834
Upper class people,0.2576434201,-1.225980935,0.66017275,-3.677562234,0.6584743568,1.237352084,2.591397834
Upper class people,-1.313994562,-0.483856266,-0.45695575,-2.578685155,-0.7113479554,0.395451248,-1.408602166
Upper class people,-1.104292375,-1.050268654,0.26878594,-1.794573621,-0.2332320196,0.477687553,1.591397834
Upper class people,-1.104292375,0.768753551,0.43596338,2.755515139,0.2364000371,0.555959103,1.591397834
Upper class people,0.8381372896,-0.462440535,-0.06556893,-0.226350552,0.4362660602,0.085995942,-0.408602166
Upper class people,-0.1330775425,0.433468777,0.26878594,-1.794573621,-0.5440238832,-0.306423363,-1.408602166
Upper class people,-3.046722039,-1.760454695,0.82735019,-1.794573621,0.9836909868,2.113760169,0.591397834
Upper class people,0.5478903548,1.020085328,0.1016085,-1.325227631,0.0239784319,-0.672682187,-1.408602166
Upper class people,0.5478903548,-0.475959507,0.26878594,1.341872516,0.3815462212,-0.45452017,-0.408602166
Upper class people,1.519105187,-0.157671114,0.26878594,2.67542259,-0.2746244947,-1.073666081,-0.408602166
Upper class people,-0.1330775425,0.303384552,-0.06556893,-4.461673768,0.6640196014,0.72808087,2.591397834
Upper class people,-1.104292375,-1.902674421,-0.84834256,-1.794573621,-0.9349343444,0.58903148,1.591397834
Upper class people,1.218893612,0.324072442,-0.84834256,2.125984051,-0.1073820576,-1.336081716,-0.408602166
Upper class people,-0.5038692249,0.42354018,0.26878594,-1.090554636,0.8071198945,-0.493436979,-0.408602166
Upper class people,1.809352122,2.663866158,0.1016085,3.459534124,0.0150644442,-0.379716088,0.591397834
Upper class people,0.1671340324,-1.909781887,-0.73819707,-1.794573621,0.7739270111,-0.747257688,-0.408602166
Upper class people,0.1571693923,-1.959557618,0.82735019,-1.794573621,-1.583042882,0.724144995,-1.408602166
Upper class people,-1.104292375,-1.699304488,0.32581788,-3.912235229,-0.2756987209,0.580343202,2.591397834
Upper class people,-0.5038692249,1.20617667,0.26878594,3.459534124,0.4017131202,-1.113170544,-0.408602166
Upper class people,0.6284351025,-0.360779649,-0.06556893,-3.442889239,-1.135334124,-0.607221828,-0.408602166
Upper class people,1.899861509,0.261766265,-0.34681025,1.341872516,-0.6800612192,-1.776052748,-1.408602166
Upper class people,-0.1330775425,0.522019394,-0.45695575,1.891311056,0.1689753688,-0.027141423,-0.408602166
Upper class people,1.809352122,0.87168477,0.1016085,-0.541116096,0.6589269536,0.395811172,-1.408602166
Upper class people,1.428595799,1.869617732,0.43596338,2.910095585,0.2065206525,-1.600578351,-0.408602166
Upper class people,-0.1330775425,-1.155028075,0.26878594,0.323087987,-0.0443478564,0.278117756,-0.408602166
Upper class people,-2.446298889,-1.514496483,0.82735019,-1.794573621,-0.3134394754,1.760135289,0.591397834
Upper class people,-1.104292375,-1.700711131,0.26878594,-1.794573621,0.1974672737,2.079473364,-1.408602166
Upper class people,-0.1330775425,-0.377468728,0.26878594,-0.461023547,-0.3055312434,-0.02614782,-0.408602166
